text,label,label_text
how do i stop fraud to my account?,22,compromised_card
i lost my card. can you help me?,41,lost_or_stolen_card
"i want to top up my account by a bank transfer, but will i be charged?",56,top_up_by_bank_transfer_charge
what do you require for identity verification?,69,verify_my_identity
what happens if my card expires?,9,card_about_to_expire
the contactless payments are not working.,23,contactless_not_working
is there a reason my payments are pending?,45,pending_card_payment
i bought something and now i want a refund.,52,request_refund
i think the currency exchange that's been applied is wrong.,17,card_payment_wrong_exchange_rate
will my gpb update my salary,50,receiving_money
why was my exchange rate a different amount than usual?,17,card_payment_wrong_exchange_rate
i need more money in my account. can i add more by transferring?,65,transfer_into_account
how does the exchange rate work on this app?,32,exchange_rate
why can't my beneficiary make transactions?,7,beneficiary_not_allowed
how long before transferred money shows up?,5,balance_not_updated_after_bank_transfer
how do i receive more physical cards,39,getting_spare_card
what needs to be provided for identity verification?,69,verify_my_identity
can you check the exchange rate on a cash transaction i did overseas,76,wrong_exchange_rate_for_cash_withdrawal
i would like to cancel my account.,55,terminate_account
"can you check about unauthorized use of my card, i think someone is using mine without my knowledge?",22,compromised_card
can i receive my card anywhere?,43,order_physical_card
my card data has been exposed.,22,compromised_card
is there a reason why my virtual card won't work?,72,virtual_card_not_working
if im not using my account should i close it or just let it sit,55,terminate_account
is it possible to do auto top up?,4,automatic_top_up
there is a pending transaction on my account for when i tried to get money from the atm earlier and it did not work. can you fix this?,46,pending_cash_withdrawal
i made a purchase recently but i have decided that i'm not buying it and i need to receive my money back. can you please give me a refund asap. it's extremely urgent.,52,request_refund
what kind of costs are involved for exchanging currency?,31,exchange_charge
how long will it take to have my card mailed to me?,12,card_delivery_estimate
i think someone else is using my card.,22,compromised_card
"how long does it take for transfers to process? i sent funds to a friend, and she says that she has not yet received anything.",66,transfer_not_received_by_recipient
where is the cash i deposited?,6,balance_not_updated_after_cheque_or_cash_deposit
as far as courtries go which ones are supported?,24,country_support
how is it possible to add another card to account,39,getting_spare_card
can my friend send me money?,50,receiving_money
do i get a card to keep in my wallet?,43,order_physical_card
i can't seem to use my card. can you help?,14,card_not_working
do you offer services that hold money in different types of currency?,36,fiat_currency_support
are you available in my country?,24,country_support
can you tell me more info about virtual disposable cards?,37,get_disposable_virtual_card
is there a limit on how much i can top up?,60,top_up_limits
please help. the card won't work.,14,card_not_working
what are the steps i need to do if i have a stolen card?,41,lost_or_stolen_card
my rate is not right when i used my card in a different country's money.,76,wrong_exchange_rate_for_cash_withdrawal
how do i switch to a different currency?,33,exchange_via_app
i am very upset that i went to use my new card today and it kept getting declined. why is this happening and what do i do to not have it declined?,25,declined_card_payment
i see an unfamiliar payment on my statement.,16,card_payment_not_recognised
"i want to reset my passcode, how can i do that?",44,passcode_forgotten
if i want to select a new pin what do i do?,21,change_pin
"i've been waiting a while for my card, is there a way to know when it will arrive?",11,card_arrival
i have heard about these disposable virtual cards but don't understand how they work.,37,get_disposable_virtual_card
i cannot remember my passcode.,44,passcode_forgotten
what do i do if my smart phone was stolen?,42,lost_or_stolen_phone
can i use check to deposit?,58,top_up_by_cash_or_cheque
the app does not recognize who i am.,68,unable_to_verify_identity
why do i have two charges it should only be one charge?,63,transaction_charged_twice
"i made a purchase this morning, and it is showing as pending.",45,pending_card_payment
i'm having problems with id verification,68,unable_to_verify_identity
how much more do you charge for currency exchange?,31,exchange_charge
why can i not do a transfer,7,beneficiary_not_allowed
why won't my card work anymore?,14,card_not_working
how do you determine your exchange rates?,32,exchange_rate
how much for a physical card?,43,order_physical_card
can you tell me when the transfer will be completed?,48,pending_transfer
do i have to talk to someone to close an account or can i in the app,55,terminate_account
"i would like a disposable virtual card, could i get one?",37,get_disposable_virtual_card
will i get charged fees when i add money with an international card?,57,top_up_by_card_charge
i tried to do a transfer but it didn't go through.,35,failed_transfer
this card is accepted by what businesses?,10,card_acceptance
how do i add my new card to the app?,13,card_linking
"i tried to make a withdrawal from the atm, but it was cancelled.",26,declined_cash_withdrawal
does it cost to top up my card?,57,top_up_by_card_charge
why do you need to verify my identity?,74,why_verify_identity
can you tell me what the disposable cards are used for?,37,get_disposable_virtual_card
the card can be used at which atms?,3,atm_support
how long will my transfer be pending for?,48,pending_transfer
can you refund my purchase?,52,request_refund
can i pay with my card anywhere?,10,card_acceptance
it won't let me verify my identity.,68,unable_to_verify_identity
would i be able to refund an item?,52,request_refund
why am i not allowed to verify my id?,68,unable_to_verify_identity
why does my statement have an extra fee?,34,extra_charge_on_statement
can i reactivate my card? i reported it lost and found it this morning in my jacket.,13,card_linking
"hey i want to get a refund on something i bought, but not sure how to go about it. can you please just cancel the payment, i have not received the item yet.",52,request_refund
how can i use my american express to add money into my account?,54,supported_cards_and_currencies
when i exchanged currencies the value of my money changed.,76,wrong_exchange_rate_for_cash_withdrawal
i tried using my card at multiple vendors and now it's not working.,14,card_not_working
i need immediate assistance in canceling a transfer which was a mistake. please help me quickly so this does not go through.,8,cancel_transfer
how can i get my google pay top up to work?,2,apple_pay_or_google_pay
what currencies can be used for top up?,54,supported_cards_and_currencies
where are the transfers originating,70,verify_source_of_funds
is there a transaction limit on a disposable card?,29,disposable_card_limits
how much does it cost to get more cards?,39,getting_spare_card
will i know which exchange rate i will get?,32,exchange_rate
what is the identity verification process?,69,verify_my_identity
do i need to wait to get my card before getting a pin,38,get_physical_card
where do i find my pin?,38,get_physical_card
i'd like to provide my daughter with a card - could i get an additional card from my account to give her?,39,getting_spare_card
i question today's exchange rate for rubles into pounds. i was hoping for a better return.,17,card_payment_wrong_exchange_rate
"a transfer i sent was received in less than the full amount i originally sent, and now i have to send additional funds to cover the full amount. what happened?",64,transfer_fee_charged
how can i cancel this transaction?,8,cancel_transfer
i need my refund as soon as possible. what else do i have to do?,51,Refund_not_showing_up
can i top up any amount?,60,top_up_limits
i have been charged twice for the same thing!,63,transaction_charged_twice
what is the max amount of top-ups?,60,top_up_limits
i see a direct debit payment on my app that i did not do,28,direct_debit_payment_not_recognised
is there a reason my top-up has not gone through?,47,pending_top_up
the card pin is not visible anywhere?,38,get_physical_card
my disposable virtual card won't work.,72,virtual_card_not_working
i can't use my virtual disposable card,72,virtual_card_not_working
"i might need to exchange between usd and gbp, is this possible with your app?",33,exchange_via_app
"i had a duplicate card and bought something and it showed up twice. i canceled my card, how do i get my money back?",63,transaction_charged_twice
i ordered my card but it hasn't been delivered yet,11,card_arrival
what should i do if i think someone stole my details and used my information to make some transactions?,22,compromised_card
i need to change my personal details in my account.,30,edit_personal_details
does it cost extra to exchange foreign currencies?,31,exchange_charge
"i really wanted to buy something online but seems the card is not working as the payment suddenly came back! what's going on here, i've been trying for a good week or two.",53,reverted_card_payment?
can i activate my card with the app?,0,activate_my_card
"i live in america, but i would like a card.",24,country_support
where is the top-up card verification code?,71,verify_top_up
i don't live in the uk. can i still get a card?,24,country_support
how long will my top-up be pending?,47,pending_top_up
my refund has not shown up on my statement.,51,Refund_not_showing_up
my transfer didn't work! help!,35,failed_transfer
please explain your exchange rate policy.,32,exchange_rate
i can't activate my card?,0,activate_my_card
"i don't understand what a disposable virtual card is, can you help?",37,get_disposable_virtual_card
seems like my top-up has not gone through,47,pending_top_up
can i automatically top-up when traveling?,4,automatic_top_up
"there's an extra fee on my statement, why is that?",34,extra_charge_on_statement
your machine took my card. how do i get it back?,18,card_swallowed
what do i have to do to get the virtual card to work?,72,virtual_card_not_working
how do i complete the id check?,69,verify_my_identity
how can i receive money from someone?,50,receiving_money
i got a fee when paying with my card,15,card_payment_fee_charged
the app does not believe that i am myself,68,unable_to_verify_identity
can i receive my salary with this in another currency?,50,receiving_money
how are exchange rates calculated at this bank?,32,exchange_rate
what is this extra €1 fee about?,34,extra_charge_on_statement
i seem to be unable to make any transactions.,14,card_not_working
i used the wrong account number!,8,cancel_transfer
i want a real card,43,order_physical_card
"my card details could be stolen, as i didnt make these transactions",22,compromised_card
"i bought something online a couple days ago, sent the money immediately online but the seller says it's still not there yet. how long do eu transfers actually take?",48,pending_transfer
why was i charged for cash withdrawal?,19,cash_withdrawal_charge
where can i find a mastercard atm?,3,atm_support
i believe my exchange rate is incorrect,76,wrong_exchange_rate_for_cash_withdrawal
i need a physical card. what are the fees?,43,order_physical_card
my money i added isn't on my card.,59,top_up_failed
i have young kids. can they use this service?,1,age_limit
can you tell me where can change my pin?,21,change_pin
how do i use american express to top up my account?,54,supported_cards_and_currencies
what is the purpose of requiring my identification?,74,why_verify_identity
i have lost my phone.,42,lost_or_stolen_phone
the atm wouldn't give out cash,26,declined_cash_withdrawal
the virtual card won't work.,72,virtual_card_not_working
will my pin number be sent with my card?,38,get_physical_card
my refund is not showing.,51,Refund_not_showing_up
i lost my phone. what do i do to block someone else from using my account?,42,lost_or_stolen_phone
i could not get money from an atm,26,declined_cash_withdrawal
do you have a limit for someone's age?,1,age_limit
why was a extra fee added to my account for transfer ?,64,transfer_fee_charged
"after i deposited my cash, i still don't see it in my account.",6,balance_not_updated_after_cheque_or_cash_deposit
when should i expect my card to arrive?,12,card_delivery_estimate
how do i get my card out of the atm?,18,card_swallowed
am i able to do a swift transfer?,56,top_up_by_bank_transfer_charge
i was wondering if international transfers take longer than normal because i made a transfer from france a couple of days ago and nothing has happened yet?,5,balance_not_updated_after_bank_transfer
"a wd was just made on my account, but it was not me and i still have my card. what to do?",20,cash_withdrawal_not_recognised
can you give me a virtual card?,40,getting_virtual_card
i didn't get the right amount of cash because of the exchange rate.,76,wrong_exchange_rate_for_cash_withdrawal
am i able to top up with this cheque i received?,58,top_up_by_cash_or_cheque
my statement shows an extra fee - what is it?,34,extra_charge_on_statement
i made a transfer and the person i transferred the money to didn't receive the right amount? why did this happen and how do i get the rest of the money to them?,64,transfer_fee_charged
will you charge me for exchanging foreign currencies?,31,exchange_charge
"looks like my card payment was duplicated after all. i went to pay at the store earlier, got declined once, second time it works. app still stays pending for one of the payments. can you please remove one of them as it's wrong and clearly was declined?",63,transaction_charged_twice
i don't understand why my card payment is pending. it has been pending for too long. why is this and when might it go through?,45,pending_card_payment
please explain to me the process of getting a virtual card.,40,getting_virtual_card
where can i check to see where the money in my account came from?,70,verify_source_of_funds
i used an atm and there was an extra charge.,19,cash_withdrawal_charge
please verify my top-up card,71,verify_top_up
i received a message from a seller stating they hadn't received my money even though it definitely came out of my account. the money has now been deposited back into my account. please get this resolved as soon as possible.,53,reverted_card_payment?
how long will it take to verify my account?,68,unable_to_verify_identity
i tried to buy something online yesterday and was told declined. i got the same error today after trying again. what is the problem?,27,declined_transfer
"hearing about your verification results from us may take anywhere from 10 minutes to approximately one hour. if this verification has in fact, failed, double-check to make sure that your images are clear. also make sure that your document photos have no blur or glare. they need to be readable. you must also be 18 years of age or older and be a resident of switzerland or the european economic area to open an account.",68,unable_to_verify_identity
please help me. i am still waiting on a refund.,51,Refund_not_showing_up
how can i change currency type?,33,exchange_via_app
will you accept my credit card?,54,supported_cards_and_currencies
i have to verify my identity. what do i need to do?,69,verify_my_identity
i have a payment that is still pending,45,pending_card_payment
how do i get a new card,43,order_physical_card
i entered my pin wrong too many times.,49,pin_blocked
i forgot the code i need to get into the app.,44,passcode_forgotten
how do i change my passcode?,44,passcode_forgotten
why aren't my payment funds available to me?,45,pending_card_payment
i need a number of disposable cards everyday.,29,disposable_card_limits
how do i know which countries you provide service in?,24,country_support
why am i being asked to verify my identity?,74,why_verify_identity
"help, i don't see my money i just added.",47,pending_top_up
how do i replace my card before it expires?,9,card_about_to_expire
my card no longer works.,14,card_not_working
how can i get new card?,23,contactless_not_working
i received the wrong exchange rate for an item i bought.,17,card_payment_wrong_exchange_rate
what businesses accept my card?,10,card_acceptance
i tried to transfer funds to a beneficiary and was denied. can you tell me why?,7,beneficiary_not_allowed
what are the locations i can withdraw money,3,atm_support
the wrong account was used during a transaction.,8,cancel_transfer
what currencies and cards do you support?,54,supported_cards_and_currencies
is there a limit to the number of disposable cards i can have?,29,disposable_card_limits
i want to have multiple currencies in my account if possible.,36,fiat_currency_support
i need to do a card activation.,0,activate_my_card
my card doesn't seem to work anymore,14,card_not_working
top up keeps failing,59,top_up_failed
i accidentally made a payment to a wrong account. what should i do?,8,cancel_transfer
when will my top up go through?,47,pending_top_up
how can my account have money transferred into it?,65,transfer_into_account
"i was trying to use contactless earlier, but it didn't work.",23,contactless_not_working
i made a check deposit but the cash hasn't arrived in my account yet.,6,balance_not_updated_after_cheque_or_cash_deposit
how do i replace a card that's going to expire?,9,card_about_to_expire
how many times can i enter a wrong pin before it is blocked?,49,pin_blocked
which fiat currencies are compatible for exchange and holding?,36,fiat_currency_support
i made a cash deposit a few days ago and it's still not reflected in my account. do you know what might have happened?,6,balance_not_updated_after_cheque_or_cash_deposit
i think i was charged extra on my payment on last saturday. maybe the exchange rate was wrong? i'd like a refund.,17,card_payment_wrong_exchange_rate
"i needed some cash while abroad, and i'm pretty sure the wrong exchange rate was applied.",76,wrong_exchange_rate_for_cash_withdrawal
why am i still not able to see the money i deposited a week ago? this is urgent!!,6,balance_not_updated_after_cheque_or_cash_deposit
my disposable virtual card got rejected,72,virtual_card_not_working
"i still haven't received my card after two weeks, is it lost?",11,card_arrival
i forgot what my pin number is and now am blocked can you help me get in?,49,pin_blocked
the payment on my card shows as pending.,45,pending_card_payment
i'm still waiting for a money transfer to show.,48,pending_transfer
i can't get into the app with the passcode.,44,passcode_forgotten
how can i transfer money between accounts?,65,transfer_into_account
where is the top-up verification code located?,71,verify_top_up
i did not get the right amount of cash from the atm.,75,wrong_amount_of_cash_received
what do i need to do to receive my payroll in the account?,50,receiving_money
"how much time do transfers take? i sent money to a friend who needs it fast. it's been hours, and the money has not gone through.",66,transfer_not_received_by_recipient
my cash deposit hasn't posted to my account.,6,balance_not_updated_after_cheque_or_cash_deposit
can i use my card wherever i want?,10,card_acceptance
how do i link a new card in the app?,13,card_linking
how many disposable cards are available per account?,29,disposable_card_limits
who do i talk to about the atm swallowing my card?,18,card_swallowed
"i am getting an error stating my transfer is not possible while transferring money. let me know the issue as its the first time i am getting error, earlier it used to work.",7,beneficiary_not_allowed
where do i go to reset the passcode?,44,passcode_forgotten
how do i order a replacement for stolen card?,22,compromised_card
i did not set up a direct debit i have,28,direct_debit_payment_not_recognised
what country's money can i hold currency in?,36,fiat_currency_support
i refuse to verify my identity.,74,why_verify_identity
can i activate my card?,0,activate_my_card
"would you please tell me the status of my refund request for a large purchase i made not long ago? i contacted the merchant nearly a week ago, but haven't received it.",51,Refund_not_showing_up
my card got stuck in an atm.,18,card_swallowed
i've been trying to make a transfer and it doesn't seem to be working. (5 times) what is wrong with your system?,35,failed_transfer
"i just did a transfer, but don't see the money in my account. what's up?",67,transfer_timing
are there any country restrictions?,24,country_support
i need my pin unlocked.,49,pin_blocked
where can i locate my card pin?,38,get_physical_card
can you tell me how transferring money into my account works?,65,transfer_into_account
how will i receive my pin?,38,get_physical_card
is my account able to be topped up by my friends?,62,topping_up_by_card
what is the procedure for an expired card?,9,card_about_to_expire
how many countries do you work in?,24,country_support
where do i access the auto top-up function?,4,automatic_top_up
what countries are you located in?,24,country_support
how can i go about getting a refund?,52,request_refund
how many disposable cards am i allowed to have?,29,disposable_card_limits
my account shows up as pending after i received cash from the atm earlier. how can this be still pending? i've got the cash already.,46,pending_cash_withdrawal
what should i do if i don't know my password?,44,passcode_forgotten
my account shows i made a debit payment to someone that i can't recall and would like to find out who the payment was made to.,28,direct_debit_payment_not_recognised
"when i travel, can it automatically add money in certain intervals?",4,automatic_top_up
why is there a fee for using my card?,15,card_payment_fee_charged
"i have lost my phone, what steps can i take to prevent someone using my account?",42,lost_or_stolen_phone
is there a limit to a disposable virtual card?,29,disposable_card_limits
who can request disposable cards?,29,disposable_card_limits
"i made a transfer and the receiver said an amount was received, but less than the right amount. i now have to transfer more to get the remainder to the receiver. can you tell me about this. what's been going on?",64,transfer_fee_charged
does it cost anything to transfer money for a top-up?,56,top_up_by_bank_transfer_charge
why and i being charged this fee?,15,card_payment_fee_charged
what is the function of the disposable cards?,37,get_disposable_virtual_card
are all fiat currencies supported?,36,fiat_currency_support
is the card welcomed by everybody?,10,card_acceptance
how does a us resident go about acquiring a new card?,24,country_support
i need help fixing my contactless. it's not working anywhere i go today.,23,contactless_not_working
where can i have a new bank card sent to china?,9,card_about_to_expire
what if i need my salary in another currency?,50,receiving_money
i want to terminate my account,55,terminate_account
what do i do if i accidentally broke my card?,14,card_not_working
can i mail in a check to top up?,58,top_up_by_cash_or_cheque
i cannot get my card out of the atm.,18,card_swallowed
the app shows a withdrawal that i did not make or authorize.,20,cash_withdrawal_not_recognised
"disaster, i've totally forgotten my passcode, can you help me?",44,passcode_forgotten
what do i do if the exchange rate was wrong for the item i bought overseas?,17,card_payment_wrong_exchange_rate
what are the fees associated with top up via transfer?,56,top_up_by_bank_transfer_charge
can i use my card at an atm?,3,atm_support
why do i have to verify my top-up card?,71,verify_top_up
i don't think i should have been charged a fee to use my card.,15,card_payment_fee_charged
i need a transfer cancelled.,8,cancel_transfer
my card is about to expire. how do i get a new card?,9,card_about_to_expire
"i have the funds, why can i not use my top-up?",59,top_up_failed
i've made more than one attempt to make a purchase and the card keeps getting declined. why do you keep denying my transfers?,27,declined_transfer
"i have a cash withdrawal that says it's pending, why?",46,pending_cash_withdrawal
can i use my account although my identity verification has yet to pass?,74,why_verify_identity
i bought an item and the exchange rate was wrong.,17,card_payment_wrong_exchange_rate
what caused my cash withdrawal to be declined?,26,declined_cash_withdrawal
i am not satisfied with your company. close my account.,55,terminate_account
why does my transfer say it is pending?,48,pending_transfer
why isn't the recipient seeing the transaction? i just sent the money.,66,transfer_not_received_by_recipient
am i allowed to carry an additional card?,39,getting_spare_card
where to i get my funds from?,70,verify_source_of_funds
i need a second card on this account for my daughter.,39,getting_spare_card
the exchange rate for my cash withdrawal was incorrect,76,wrong_exchange_rate_for_cash_withdrawal
i just transferred some money. why was i charged a fee?,64,transfer_fee_charged
i have been trying to make a transfer and it won't go through. i have checked all the receipts and its all correct but still won't let me do it.,27,declined_transfer
is there a tracking number for the card you sent me?,11,card_arrival
how much is it to buy another card? i was hoping to buy another one.,39,getting_spare_card
i've just been married and need to update my name,30,edit_personal_details
where can i top my card for free?,57,top_up_by_card_charge
the rate of exchange for my cash withdrawal is wrong.,76,wrong_exchange_rate_for_cash_withdrawal
do top-up limits exist?,60,top_up_limits
can you tell me where to go to get a disposable virtual card?,37,get_disposable_virtual_card
why are my transfers and purchases keep getting declined?,27,declined_transfer
i need some help now please! there are some transactions on my account that i do not remember purchasing. can they be reversed? can you please cancel or freeze my card so i don't keep getting charged?!,16,card_payment_not_recognised
"i wanted to transfer money to another account, but now i don't have to so i'd like to cancel said transfer. how can i do that?",8,cancel_transfer
i did a money transfer to my account and it is not showing there.,5,balance_not_updated_after_bank_transfer
do i get to have one of those virtual cards i've heard about?,40,getting_virtual_card
how do i get money from friends?,50,receiving_money
"i just moved overseas and i noticed that you are charging me more fees. i am a loyal customer, is this how you expect to keep customers?",64,transfer_fee_charged
what is the reason i got rejected for using my disposable virtual card to pay a subscription to the gym?,72,virtual_card_not_working
can i have more physical cards?,39,getting_spare_card
how long does it take for pending to go through,48,pending_transfer
i am entering my passcode but getting an error.,44,passcode_forgotten
i did a transfer and was charged a fee that i shouldn't have been!,64,transfer_fee_charged
help! i think someone has made a cash withdrawal with my card!,20,cash_withdrawal_not_recognised
how come i can't get money at the atm,26,declined_cash_withdrawal
i got an unexpected charge on my transfers. how can i correct this?,64,transfer_fee_charged
why is my balance still the same after a cheque deposit?,6,balance_not_updated_after_cheque_or_cash_deposit
do i get charged if i top up with my european bank card?,57,top_up_by_card_charge
can i change my pin in austria?,21,change_pin
can i use top-up with apple pay?,2,apple_pay_or_google_pay
do you offer disposable virtual cards too?,37,get_disposable_virtual_card
my identity wasn't verified,68,unable_to_verify_identity
does the auto top-up have any limits?,4,automatic_top_up
why can't i get my top up to work in apple pay?,2,apple_pay_or_google_pay
what is the process for unlocking the pin?,49,pin_blocked
where should i look for my pin number at?,38,get_physical_card
what is the exchange rate when i get cash,76,wrong_exchange_rate_for_cash_withdrawal
to receive money are there charges?,56,top_up_by_bank_transfer_charge
when will i get my refund?,51,Refund_not_showing_up
there is a withdrawal waiting.,46,pending_cash_withdrawal
why am i being charged for transfers? are they not free?,64,transfer_fee_charged
"if you are waiting for verification, it can take 10 minutes to 60 minutes to get results.you will hear from us once we have it. please make sure your images are clear and photos of documents are readable. you have to be at least 18 years old and live withing the economic area of europe or in switzerland in order to open an account.",68,unable_to_verify_identity
do you charge extra for topping up with a debit or credit card?,57,top_up_by_card_charge
what is the max i can top up?,60,top_up_limits
why doesn't the person i sent money to see that transfer yet?,66,transfer_not_received_by_recipient
what does it mean to have a pending cash withdrawal?,46,pending_cash_withdrawal
what are the reasons why you would not be able to process a payment,7,beneficiary_not_allowed
i made a purchase and was charged at the wrong foreign exchange rate.,17,card_payment_wrong_exchange_rate
can i start an account for my kids?,1,age_limit
my pin isn't here yet,38,get_physical_card
i can't find how to top up my account with a check. where is that?,58,top_up_by_cash_or_cheque
i need assistance with transferring funds to another account.,65,transfer_into_account
do i need to verify my identity before i can use my card?,74,why_verify_identity
send me my card now! asap,12,card_delivery_estimate
how much do i need to pay for a transfer?,56,top_up_by_bank_transfer_charge
where can i find my pin? i haven't gotten it yet.,38,get_physical_card
whats the process of tranfering money into an account?,65,transfer_into_account
tell me more about getting a virtual disposable card.,37,get_disposable_virtual_card
what do i do if i got the wrong amount at the atm?,75,wrong_amount_of_cash_received
what are the steps for changing my passcode?,44,passcode_forgotten
i need a disposable virtual card. please tell me how to order one.,37,get_disposable_virtual_card
what are my limits on disposable cards?,29,disposable_card_limits
i used my card to top-up but the money is gone!,62,topping_up_by_card
i don't know where the top-up verification code is.,71,verify_top_up
how do i go forth with bank transfers for top up accounts?,65,transfer_into_account
i bought something and already paid for it but now i don't see it.,53,reverted_card_payment?
do i get charged if i get money?,56,top_up_by_bank_transfer_charge
help me verify my identify?,68,unable_to_verify_identity
what businesses can i use this card with?,10,card_acceptance
the atm ate my card; how do i get a new one?,18,card_swallowed
the refund isn't appearing in my account,51,Refund_not_showing_up
what is the cost of a transfer?,56,top_up_by_bank_transfer_charge
where can i go to get my pin unblocked?,49,pin_blocked
what currencies does google pay top up accept?,2,apple_pay_or_google_pay
how to exchange currencies,33,exchange_via_app
how come when i asked for 100 it only gave me 20.00 in the app,75,wrong_amount_of_cash_received
how can i get my card out of the atm?,18,card_swallowed
why is there some cash that i did not deposit in my account?,20,cash_withdrawal_not_recognised
how are top-ups verified?,71,verify_top_up
can i receive transfers from my employer to this account?,50,receiving_money
why was i charged a fee to transfer money?,64,transfer_fee_charged
is my pin recorded anywhere?,38,get_physical_card
how do i go about getting a refund?,52,request_refund
i can not find the top-up verification code.,71,verify_top_up
what is the maximum i can top up?,60,top_up_limits
at which atms can i use this card?,3,atm_support
i took out money from the atm and it's still showing as pending?,46,pending_cash_withdrawal
i think you reverted my top up.,61,top_up_reverted
how do i transfer funds if i am paid in gbp?,50,receiving_money
can i use this app to exchange currencies?,33,exchange_via_app
"i just saw the exchange rate you use, but it's so bad that i can't believe that it's the official interbank exchange rate! is this truly the official interbank exchange rate?",17,card_payment_wrong_exchange_rate
"money was taken out without my consent,",20,cash_withdrawal_not_recognised
what areas are cards delivered to?,43,order_physical_card
is the 1 pound charge going to be reimbursed on my card?,34,extra_charge_on_statement
can i use cash to top up,58,top_up_by_cash_or_cheque
how can i get a refund for a purchase?,52,request_refund
why have i not yet received my virtual card?,40,getting_virtual_card
how much is ok for me to top up with?,60,top_up_limits
how long does a us transfer take,67,transfer_timing
the amount of exchange was not correct for the item i bought.,17,card_payment_wrong_exchange_rate
i need to transfer funds from china and quick expedition is crucial. approximately how long does it take for a transfer from china to go through?,67,transfer_timing
can you help me with proving my identity?,68,unable_to_verify_identity
contactless payments need to be enabled for my card.,23,contactless_not_working
"when i tried to transfer funds to my friend today i was unable to do so, why?",35,failed_transfer
my phone is missing.,42,lost_or_stolen_phone
questionable transactions on my account.,22,compromised_card
is there a way i can get my card expedited?,11,card_arrival
i withdrew cash abroad and the exchange rate applied is wrong.,76,wrong_exchange_rate_for_cash_withdrawal
my card payment has not been withdrawn from my account,53,reverted_card_payment?
i believe my top up has failed,59,top_up_failed
"my cash withdrawal says pending, why?",46,pending_cash_withdrawal
what is the auto top-up limit?,4,automatic_top_up
lost my card in atm,18,card_swallowed
i topped up my account but the money isn't there now.,62,topping_up_by_card
is there an exchange rate?,32,exchange_rate
i tried using my credit card with top up but it didn't work! i thought it was supposed to?,59,top_up_failed
i need my card to be activated right now.,0,activate_my_card
are there certain cards and currencies you support?,54,supported_cards_and_currencies
i cant find my card.,41,lost_or_stolen_card
where is my virtual card located?,40,getting_virtual_card
my card stopped working after multiple transactions. why?,14,card_not_working
why didn't this transfer work?,35,failed_transfer
why would you decline my card?,25,declined_card_payment
how many uses are the disposable cards good for?,29,disposable_card_limits
i need help- i got mugged yesterday and they took everything so i can't use the app.,42,lost_or_stolen_phone
i can't get any money from my account.,26,declined_cash_withdrawal
can i use my new card?,0,activate_my_card
my top-up seems to be pending for a long time?,47,pending_top_up
is there a limit on top ups,60,top_up_limits
i don't understand why there is an extra €1 fee in my statement.,34,extra_charge_on_statement
how old does my daughter have to be to open an account?,1,age_limit
why are there additional fees for transfers?,64,transfer_fee_charged
how much would it cost me for a bank transfer to top up my account?,56,top_up_by_bank_transfer_charge
my money transaction can't be seen by the person i sent it to,66,transfer_not_received_by_recipient
why is my 'top up' not showing up in my wallet?,62,topping_up_by_card
"i tried to top up, but the funds show up as pending. i thought it was instant?",47,pending_top_up
"app malfunctioning, does not know its me",68,unable_to_verify_identity
after i used my card i saw i was charged a fee for using it,15,card_payment_fee_charged
i didn't make the direct debit payment on my account.,28,direct_debit_payment_not_recognised
how do i activate my new card,0,activate_my_card
where is my new card if i haven't received it yet?,11,card_arrival
i'm using the app and i noticed a payment that i didn't make.,16,card_payment_not_recognised
i want to stop my account,55,terminate_account
how long does it take to get my card i am in a rush,12,card_delivery_estimate
what kind of charges should i expect to exchange currencies?,31,exchange_charge
what are the current exchange rates?,32,exchange_rate
i can't get the virtual card to work,72,virtual_card_not_working
what is the daily limit on my card?,60,top_up_limits
what was the $1 fee i got,34,extra_charge_on_statement
on what do you base your exchange rates?,32,exchange_rate
"hello, can you please inform me about international transfers? i am expecting a transfer i made from france two days ago and would like to know when it will arrive.",5,balance_not_updated_after_bank_transfer
how do i add the card i just received to show up in the app?,13,card_linking
if i found a lost card can i put it back in app,13,card_linking
what is the fee to top-up my account,56,top_up_by_bank_transfer_charge
i would like to alter my personal details.,30,edit_personal_details
there is a direct debit payment i don't recognize.,28,direct_debit_payment_not_recognised
what do i do if the atm took my card?,18,card_swallowed
the atm sucked my card in.,18,card_swallowed
i need help proving that this is really me and to verify my identity.,68,unable_to_verify_identity
will you charge for a physical card?,43,order_physical_card
do you have an age requirement when opening an account with your service?,1,age_limit
hello! i randomly got charged an extra fee today as i was shopping online and i have no idea why! are there extra fees for card payments? or am i missing something here?,15,card_payment_fee_charged
how limited is a virtual card?,29,disposable_card_limits
is there a fee to top up by bank transfers?,56,top_up_by_bank_transfer_charge
i can't seem to be able to use my card,14,card_not_working
i would like to know what your exchange rates are.,32,exchange_rate
why was i charged an additional $1?,34,extra_charge_on_statement
"i need some money transferred asap, how long does the process take?",67,transfer_timing
how long should i have to wait before i see the transfer in my account?,67,transfer_timing
i'm confused as to why my transfer is still listed as pending on the website.,48,pending_transfer
what are the top up fees for using an european bank card?,57,top_up_by_card_charge
why is my contactless not working?,23,contactless_not_working
why verify the top-ups?,71,verify_top_up
please provide currency exchange rates,31,exchange_charge
there are strange transactions on my account. what should i do if i think someone stole my details?,22,compromised_card
how do i top up?,65,transfer_into_account
